#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]
1526344121.18809	1	192.168.100.1	-1	192.168.100.3	-1	arp	-	1195.996582	120	120	CON	-	-	-	-	2	-	2	-	(empty)
1526344223.19748	2	192.168.100.7	139	192.168.100.4	36390	tcp	-	1453.945923	350	330	CON	-	-	-	-	5	-	5	-	(empty)
1526344227.02937	3	192.168.100.149	51838	27.124.125.250	123	udp	-	0.048565	90	90	CON	-	-	-	-	1	-	1	-	(empty)
1526344228.31232	4	192.168.100.4	-1	192.168.100.7	-1	arp	-	1454.080322	210	300	CON	-	-	-	-	5	-	5	-	(empty)
1526344302.63634	5	192.168.100.27	58999	192.168.100.1	53	udp	-	569.93396	174	456	CON	-	-	-	-	2	-	2	-	(empty)
1526344302.81459	6	192.168.100.1	-1	192.168.100.27	-1	arp	-	0.000367	60	60	CON	-	-	-	-	1	-	1	-	(empty)
1526344307.70243	7	192.168.100.27	-1	192.168.100.1	-1	arp	-	569.855957	120	120	CON	-	-	-	-	2	-	2	-	(empty)
1526344326.43339	8	192.168.100.150	58360	192.168.217.2	53	udp	-	2.500101	172	0	INT	-	-	-	-	2	-	0	-	(empty)
1526344328.39924	9	192.168.100.149	37214	192.168.217.2	53	udp	-	2.501101	172	0	INT	-	-	-	-	2	-	0	-	(empty)
1526344331.59212	10	192.168.100.150	-1	192.168.100.1	-1	arp	-	1152.256592	180	180	CON	-	-	-	-	3	-	3	-	(empty)
1526344332.46552	11	192.168.100.7	138	192.168.100.255	138	udp	-	728.37085	1086	0	INT	-	-	-	-	4	-	0	-	(empty)
1526344332.93344	12	192.168.100.150	57950	8.8.8.8	53	udp	-	0.007523	86	86	CON	-	-	-	-	1	-	1	-	(empty)
1526344330.58607	13	192.168.100.148	36138	192.168.217.2	53	udp	-	2.501218	172	0	INT	-	-	-	-	2	-	0	-	(empty)
1526344232.03058	14	192.168.100.149	-1	192.168.100.1	-1	arp	-	1253.63269	180	180	CON	-	-	-	-	3	-	3	-	(empty)
1526344334.90028	15	192.168.100.149	34295	8.8.8.8	53	udp	-	0.007698	86	86	CON	-	-	-	-	1	-	1	-	(empty)
1526344332.65136	16	192.168.100.147	43735	192.168.217.2	53	udp	-	2.501009	172	0	INT	-	-	-	-	2	-	0	-	(empty)
1526344335.74568	17	192.168.100.148	-1	192.168.100.1	-1	arp	-	1153.024658	180	180	CON	-	-	-	-	3	-	3	-	(empty)
1526344337.0883	18	192.168.100.148	35430	8.8.8.8	53	udp	-	0.007226	86	86	CON	-	-	-	-	1	-	1	-	(empty)
1526344337.71485	19	192.168.100.147	-1	192.168.100.1	-1	arp	-	1153.536621	180	180	CON	-	-	-	-	3	-	3	-	(empty)
1526344338.26157	20	192.168.100.150	8612	192.168.100.255	8612	udp	-	0.01005	120	0	INT	-	-	-	-	2	-	0	-	(empty)
1526344338.26158	21	192.168.100.150	8612	192.168.100.255	8610	udp	-	0.010045	120	0	INT	-	-	-	-	2	-	0	-	(empty)
1526344338.26166	22	fe80::250:56ff:febe:254	8612	ff02::1	8612	udp	-	0.010024	156	0	INT	-	-	-	-	2	-	0	-	(empty)
1526344338.26167	23	fe80::250:56ff:febe:254	8612	ff02::1	8610	udp	-	0.010023	156	0	INT	-	-	-	-	2	-	0	-	(empty)
1526344339.15342	24	192.168.100.147	60865	8.8.8.8	53	udp	-	0.007666	86	86	CON	-	-	-	-	1	-	1	-	(empty)
1526344339.31473	25	192.168.100.150	56155	255.255.255.255	3289	udp	-	0	60	0	INT	-	-	-	-	1	-	0	-	(empty)
1526344340.35211	26	192.168.100.150	56854	255.255.255.255	1124	udp	-	0	79	0	INT	-	-	-	-	1	-	0	-	(empty)
1526344349.73268	27	192.168.100.150	58610	192.168.217.2	53	udp	-	2.500902	172	0	INT	-	-	-	-	2	-	0	-	(empty)
1526344351.40307	28	192.168.100.149	35915	192.168.217.2	53	udp	-	2.500109	172	0	INT	-	-	-	-	2	-	0	-	(empty)
1526344353.58606	29	192.168.100.148	33862	192.168.217.2	53	udp	-	2.501172	172	0	INT	-	-	-	-	2	-	0	-	(empty)
1526344356.23448	30	192.168.100.150	52938	8.8.8.8	53	udp	-	0.00725	86	86	CON	-	-	-	-	1	-	1	-	(empty)
1526344357.90301	31	192.168.100.149	59519	8.8.8.8	53	udp	-	0.007168	86	86	CON	-	-	-	-	1	-	1	-	(empty)
1526344355.62341	32	192.168.100.147	57830	192.168.217.2	53	udp	-	2.500985	172	0	INT	-	-	-	-	2	-	0	-	(empty)
1526344360.08802	33	192.168.100.148	52865	8.8.8.8	53	udp	-	0.00743	86	86	CON	-	-	-	-	1	-	1	-	(empty)
1526344362.12606	34	192.168.100.147	52216	8.8.8.8	53	udp	-	0.00745	86	86	CON	-	-	-	-	1	-	1	-	(empty)
1526344031.66516	35	192.168.100.46	80	192.168.100.5	80	udp	-	1685.706909	28543568	0	INT	-	-	-	-	29726	-	0	-	(empty)
1526344031.66516	36	192.168.100.46	80	192.168.100.5	80	tcp	-	1685.706909	28898696	0	CON	-	-	-	-	30157	-	0	-	(empty)
1526344031.66517	37	192.168.100.6	80	192.168.100.3	80	tcp	-	1686.122192	2976576	0	CON	-	-	-	-	10056	-	0	-	(empty)
1526344031.66517	38	192.168.100.7	365	192.168.100.3	565	udp	-	1685.973267	979560	0	INT	-	-	-	-	16326	-	0	-	(empty)
1526344031.72296	39	192.168.100.5	0	192.168.100.3	0	tcp	-	1685.80896	17131488	0	CON	-	-	-	-	18431	-	0	-	(empty)
1526344032.63708	40	192.168.100.3	59552	13.55.154.73	8883	tcp	-	1679.588989	583321	99594	CON	-	-	-	-	1509	-	1509	-	(empty)
1526344031.66514	41	192.168.100.3	80	192.168.100.55	8080	tcp	-	1685.706909	28717341	32167195	CON	-	-	-	-	29727	-	29726	-	(empty)
1526344031.66515	42	192.168.100.46	3456	192.168.100.5	80	udp	-	1685.706909	30347258	28766863	CON	-	-	-	-	29726	-	29726	-	(empty)
1526344599.15593	43	192.168.100.3	15726	184.85.248.65	53	udp	-	0.215891	98	235	CON	-	-	-	-	1	-	1	-	(empty)
1526344599.44132	44	192.168.100.3	13392	205.251.194.167	53	udp	-	0.27849	98	268	CON	-	-	-	-	1	-	1	-	(empty)
1526344599.77459	45	192.168.100.3	52067	192.5.5.241	53	udp	-	0.031651	82	1213	CON	-	-	-	-	1	-	1	-	(empty)
1526344599.77464	46	192.168.100.3	14949	192.5.5.241	53	udp	-	0.031568	70	1139	CON	-	-	-	-	1	-	1	-	(empty)
1526344599.83363	47	192.168.100.3	5167	192.35.51.30	53	udp	-	0.164368	82	803	CON	-	-	-	-	1	-	1	-	(empty)
1526344600.09149	48	192.168.100.3	5720	205.251.195.97	53	udp	-	0.291631	93	230	CON	-	-	-	-	1	-	1	-	(empty)
1526344600.38443	49	192.168.100.3	56746	205.251.196.236	53	udp	-	0.009295	93	326	CON	-	-	-	-	1	-	1	-	(empty)
1526344600.50033	50	192.168.100.3	34560	199.7.91.13	53	udp	-	0.016084	81	1209	CON	-	-	-	-	1	-	1	-	(empty)
1526344600.5168	51	192.168.100.3	49393	192.12.94.30	53	udp	-	0.16424	81	802	CON	-	-	-	-	1	-	1	-	(empty)
1526344600.7782	52	192.168.100.3	56312	52.35.35.13	443	tcp	-	61.740784	2361	4328	FIN	-	-	-	-	18	-	14	-	(empty)
1526344717.55236	53	192.168.100.6	138	192.168.100.255	138	udp	-	900.022827	500	0	INT	-	-	-	-	2	-	0	-	(empty)
1526344814.71395	54	192.168.100.3	18879	216.239.38.10	53	udp	-	0.180337	98	103	CON	-	-	-	-	1	-	1	-	(empty)
1526344814.89495	55	192.168.100.3	65040	199.7.83.42	53	udp	-	0.015493	85	1216	CON	-	-	-	-	1	-	1	-	(empty)
1526344814.92661	56	192.168.100.3	36332	199.7.83.42	53	udp	-	0.01513	70	1331	CON	-	-	-	-	1	-	1	-	(empty)
1526344814.92705	57	192.168.100.3	3144	192.42.93.30	53	udp	-	0.164297	85	806	CON	-	-	-	-	1	-	1	-	(empty)
1526344815.11129	58	192.168.100.3	58240	172.217.25.170	443	tcp	-	171.097824	2996	4435	FIN	-	-	-	-	21	-	19	-	(empty)
1526344875.39601	59	fe80::250:56ff:febe:26db	5353	ff02::fb	5353	udp	-	0	107	0	INT	-	-	-	-	1	-	0	-	(empty)
1526344875.39653	60	192.168.100.3	5353	224.0.0.251	5353	udp	-	0	87	0	INT	-	-	-	-	1	-	0	-	(empty)
1526344912.624	61	fe80::250:56ff:febe:e9d9	5353	ff02::fb	5353	udp	-	0	107	0	INT	-	-	-	-	1	-	0	-	(empty)
1526344912.62413	62	192.168.100.5	5353	224.0.0.251	5353	udp	-	0	87	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345116.98065	63	192.168.100.4	5353	224.0.0.251	5353	udp	-	0	87	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345116.98077	64	fe80::c0c0:aa20:45b9:bdd9	5353	ff02::fb	5353	udp	-	0	107	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345185.66244	65	192.168.100.148	53571	27.124.125.250	123	udp	-	0.048705	90	90	CON	-	-	-	-	1	-	1	-	(empty)
1526345186.83575	66	192.168.100.150	37024	27.124.125.250	123	udp	-	0.048645	90	90	CON	-	-	-	-	1	-	1	-	(empty)
1526345227.56614	67	fe80::250:56ff:febe:89ee	133	ff02::2	0	ipv6-icmp	-	0	70	0	NRS	-	-	-	-	1	-	0	-	(empty)
1526345259.37178	68	192.168.100.147	38810	129.250.35.250	123	udp	-	0.00697	90	90	CON	-	-	-	-	1	-	1	-	(empty)
1526345283.96583	69	192.168.100.4	45057	91.189.91.157	123	udp	-	0.223549	90	90	CON	-	-	-	-	1	-	1	-	(empty)
1526345284.18918	70	192.168.100.1	-1	192.168.100.4	-1	arp	-	0.000011	60	42	CON	-	-	-	-	1	-	1	-	(empty)
1526345289.17636	71	192.168.100.4	-1	192.168.100.1	-1	arp	-	0.000251	42	60	CON	-	-	-	-	1	-	1	-	(empty)
1526345444.64663	72	192.168.100.150	50232	224.0.0.251	5353	udp	-	0	88	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345446.30228	73	192.168.100.149	40285	224.0.0.251	5353	udp	-	0	88	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345449.4077	74	192.168.100.148	59441	224.0.0.251	5353	udp	-	0	88	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345449.65222	75	192.168.100.150	33816	224.0.0.251	5353	udp	-	0	83	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345451.30758	76	192.168.100.149	57131	224.0.0.251	5353	udp	-	0	83	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345451.65593	77	192.168.100.150	33956	224.0.0.251	5353	udp	-	0	60	0	INT	-	-	-	-	1	-	0	-	(empty)
1526345451.88118	78	192.168.100.147	35795	224.0.0.251	5353	udp	-	0	88	0	INT	-	-	-	-	1	-	0	-	(empty)
